time,r,g,b,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:44,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,0,0,0,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:45,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:46,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:47,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:48,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:49,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:50,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:34:51,66,61,24,
27-5-2024 8:35:40,66,61,24,
27-5-2024 8:35:40,66,61,24,
27-5-2024 8:35:40,202,182,40,
27-5-2024 8:35:40,202,182,40,
27-5-2024 8:35:40,202,182,40,
27-5-2024 8:35:40,202,182,40,
27-5-2024 8:35:40,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,202,182,40,
27-5-2024 8:35:41,203,184,38,
27-5-2024 8:35:41,203,184,38,
27-5-2024 8:35:41,203,184,38,
27-5-2024 8:35:41,203,184,38,
27-5-2024 8:35:41,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,203,184,38,
27-5-2024 8:35:42,202,183,38,
27-5-2024 8:35:42,202,183,38,
27-5-2024 8:35:42,202,183,38,
27-5-2024 8:35:42,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,202,183,38,
27-5-2024 8:35:43,204,184,39,
27-5-2024 8:35:43,204,184,39,
27-5-2024 8:35:43,204,184,39,
27-5-2024 8:35:44,204,184,39,
27-5-2024 8:35:44,204,184,39,
27-5-2024 8:35:44,204,184,39,
27-5-2024 8:35:44,204,184,39,
27-5-2024 8:35:44,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,204,184,39,
27-5-2024 8:36:2,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
27-5-2024 8:36:3,66,61,24,
