time,r,g,b,
27 5 2024 8:5:46,71,76,97,
27 5 2024 8:5:46,71,76,97,
27 5 2024 8:5:46,71,76,97,
27 5 2024 8:5:46,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,76,97,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:47,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:48,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:49,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:50,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:51,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:52,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
27 5 2024 8:5:53,71,77,99,
