time,0,1,2,3,4,5,6,7,
1-6-2024 12:21:46,70.492199,66.674966,68.672678,70.688995,68.332912,67.228937,70.097620,69.848811,
1-6-2024 12:21:47,59.602147,70.253569,68.006488,68.510879,71.445736,66.484543,61.054518,67.214353,
1-6-2024 12:21:47,67.949591,70.837424,61.605275,68.134871,63.608387,65.780101,69.436139,63.946906,
1-6-2024 12:21:47,70.232424,67.738180,63.111122,74.418741,63.104599,68.134645,67.245905,64.547729,
1-6-2024 12:21:47,70.936924,68.478065,67.523397,67.147098,64.194804,70.562430,69.548081,69.459407,
1-6-2024 12:21:47,66.977740,65.082805,73.942333,72.710168,71.585863,72.093836,70.496438,63.153834,
1-6-2024 12:21:47,72.376871,63.910644,62.586941,71.703548,66.276912,72.789724,70.021266,65.414234,
1-6-2024 12:21:47,71.325876,64.500755,64.688570,64.511668,67.449771,68.480347,71.261875,70.860712,
1-6-2024 12:21:47,59.124700,67.323332,68.759205,73.768085,70.599518,63.275993,61.232531,68.602137,
1-6-2024 12:21:47,65.691635,63.236302,68.045861,70.279805,64.104739,69.702023,64.624737,67.816871,
1-6-2024 12:21:47,69.201484,66.259502,64.262475,64.780148,63.338577,64.778314,68.755568,67.900383,
1-6-2024 12:21:47,65.217185,66.870262,69.270876,64.087549,64.764648,65.870624,68.891523,69.035725,
1-6-2024 12:21:47,65.127750,68.735100,64.951721,70.393180,72.131330,63.090231,64.275857,67.113985,
1-6-2024 12:21:47,67.666497,66.518346,62.741357,67.956550,66.293842,64.423263,64.397391,66.855051,
1-6-2024 12:21:47,67.454849,62.068769,58.378764,60.416262,67.294294,61.847878,66.080639,62.429547,
1-6-2024 12:21:47,67.791331,67.813114,63.364411,67.784465,63.857773,63.142943,64.338535,74.678927,
1-6-2024 12:21:48,64.350462,68.849909,66.816068,68.047206,72.396374,69.029057,71.641954,67.383668,
1-6-2024 12:21:48,70.722386,63.827126,67.238512,68.138230,63.762749,61.330039,65.262951,62.341481,
1-6-2024 12:21:48,70.258883,70.906074,67.181629,64.386719,67.856574,66.323256,63.284593,63.289962,
1-6-2024 12:21:48,69.145606,68.761214,69.643446,66.248694,62.653960,68.626404,69.458250,72.350402,
1-6-2024 12:21:48,74.484295,64.105042,69.481250,66.913122,67.404615,61.329143,67.788430,65.407347,
1-6-2024 12:21:48,68.101889,69.656078,65.908123,67.339654,68.869932,66.354297,68.480790,70.248115,
1-6-2024 12:21:48,73.227200,66.369883,73.586584,64.794841,63.249611,61.110244,73.816483,68.371093,
1-6-2024 12:21:48,70.681211,64.692118,60.499504,67.471685,66.080386,67.381350,73.903474,69.894585,
1-6-2024 12:21:48,70.000343,62.059614,60.987529,68.989881,69.576018,66.422696,63.120547,63.885732,
1-6-2024 12:21:48,68.101264,61.424656,66.276019,69.733306,62.271632,67.519473,67.527230,66.782122,
1-6-2024 12:21:48,66.518269,68.780438,64.122026,61.955907,67.147571,66.941255,66.325678,64.835937,
1-6-2024 12:21:48,65.849885,60.046272,67.515525,69.805481,66.833104,71.230243,59.606768,67.825149,
1-6-2024 12:21:48,66.621804,68.000072,74.499802,66.215328,66.845233,73.143559,62.137026,69.008092,
1-6-2024 12:21:48,63.951645,75.086268,65.106071,67.302685,60.467407,67.715441,69.354563,64.417035,
1-6-2024 12:21:48,63.916540,71.230551,69.598775,67.280203,70.619913,62.210630,60.942252,64.476946,
1-6-2024 12:21:49,69.948396,64.454179,66.628501,61.687232,62.307522,72.284253,66.696326,66.029375,
1-6-2024 12:21:49,66.529755,63.931542,66.951704,69.136714,67.584067,62.980706,73.336600,67.145791,
1-6-2024 12:21:49,61.316264,67.626524,66.842739,67.551497,70.104530,66.217960,63.987537,71.644535,
1-6-2024 12:21:49,66.570408,65.280626,63.446795,60.745545,73.270158,62.167860,64.253215,67.087371,
1-6-2024 12:21:49,69.181038,63.101586,64.888596,67.358652,74.190969,64.297183,63.938543,66.610938,
1-6-2024 12:21:49,67.351505,69.508773,66.289584,63.127373,68.143282,69.982308,65.809685,62.609969,
1-6-2024 12:21:49,68.242269,63.274601,69.386839,65.731390,72.804983,64.384065,66.212955,66.970759,
1-6-2024 12:21:49,62.700125,64.527904,64.712209,66.925425,66.178174,64.119430,67.720257,70.060987,
1-6-2024 12:21:49,64.799487,65.945817,65.613560,65.424293,66.358815,64.131448,65.197094,67.581326,
1-6-2024 12:21:49,67.657707,67.598929,67.718894,69.219671,65.095803,65.304238,63.838376,63.468324,
1-6-2024 12:21:49,66.072841,66.402261,69.356714,71.787678,67.874218,65.758598,64.538040,64.801141,
1-6-2024 12:21:49,69.900221,69.185370,64.007905,68.588564,63.352271,68.296456,65.300387,66.229109,
1-6-2024 12:21:49,71.922853,69.357958,66.777897,67.668241,68.866645,65.588137,68.167225,61.746556,
1-6-2024 12:21:49,71.227678,65.346579,68.759195,65.859890,59.977478,69.074740,65.405808,70.128875,
1-6-2024 12:21:49,67.850931,62.549443,68.046375,68.359029,67.048993,67.740461,66.395845,71.706325,
1-6-2024 12:21:50,69.485748,67.398921,68.927445,69.266607,66.791863,71.726791,71.496085,68.377420,
1-6-2024 12:21:50,67.200142,72.756593,64.318497,59.213027,69.532009,64.502821,68.307482,64.162896,
1-6-2024 12:21:50,66.265642,63.615884,65.426916,67.688033,62.404146,63.743429,64.265206,70.755480,
1-6-2024 12:21:50,73.703508,64.133309,72.109659,74.528997,68.613841,62.560815,70.499537,68.112857,
1-6-2024 12:21:50,65.214968,67.127168,68.840867,69.958474,68.104315,70.074599,62.574132,64.277194,
1-6-2024 12:21:50,57.411554,67.642093,69.130304,67.445466,69.008289,67.237383,67.724928,68.192880,
1-6-2024 12:21:50,70.111849,67.440953,68.355912,68.747063,65.537388,69.791549,70.248734,66.382574,
1-6-2024 12:21:50,62.088850,67.050748,66.975561,67.416330,67.020208,68.771186,63.131663,63.438689,
1-6-2024 12:21:50,68.862018,69.178922,68.511247,62.157044,63.163076,69.236755,69.589803,65.095391,
1-6-2024 12:21:50,71.135022,62.357433,71.965827,68.174587,64.568629,70.261861,63.714713,73.012777,
1-6-2024 12:21:50,67.595080,66.205693,70.240323,71.887352,62.888656,65.700545,64.695943,65.911367,
1-6-2024 12:21:50,69.481181,68.752756,71.949394,65.242983,64.735215,71.226871,69.519365,59.869122,
1-6-2024 12:21:50,72.967697,71.193430,68.121250,66.835083,64.571963,68.045372,66.432295,68.563854,
1-6-2024 12:21:50,64.481969,66.990918,66.947591,64.455995,65.349479,62.016906,69.222960,67.626016,
1-6-2024 12:21:50,63.937649,64.554772,65.647387,64.209883,65.788363,70.702148,58.612568,69.332526,
1-6-2024 12:21:51,68.732726,69.117843,70.231074,70.435272,69.021018,61.297289,65.957146,73.081311,
1-6-2024 12:21:51,65.161562,63.279390,70.197363,68.270164,66.136276,70.210822,66.528666,69.509410,
1-6-2024 12:21:51,65.308604,73.811470,65.017585,65.068780,69.646249,70.639467,66.997387,68.260349,
1-6-2024 12:21:51,67.888168,66.420687,68.014545,70.901486,68.809340,65.167900,70.836960,67.182665,
1-6-2024 12:21:51,69.737853,67.677231,63.123154,63.426999,72.613282,69.158860,65.719941,63.800512,
1-6-2024 12:21:51,64.686315,68.474002,70.218041,61.502859,69.724350,62.232535,65.694191,62.270244,
1-6-2024 12:21:51,72.207486,67.508804,71.492815,64.848164,67.931825,65.964221,62.442309,69.852837,
1-6-2024 12:21:51,61.261148,63.208194,69.917941,70.148425,69.118535,62.436980,69.508120,66.102628,
1-6-2024 12:21:51,70.450950,70.955090,65.689883,70.433504,64.219338,72.507586,65.133051,67.896101,
1-6-2024 12:21:51,66.170450,65.953172,67.091869,63.040335,69.095914,69.689701,71.458237,60.513143,
1-6-2024 12:21:51,64.278797,68.110251,67.471191,63.201771,74.262355,70.598800,68.189898,66.190780,
1-6-2024 12:21:51,70.284689,68.911215,68.471641,64.881515,62.556839,66.089301,73.080753,65.544602,
1-6-2024 12:21:51,67.202326,68.983430,65.922795,68.013925,64.566412,65.208042,60.269132,66.607748,
1-6-2024 12:21:51,73.533059,65.276649,65.246893,66.709494,65.652422,69.157773,69.223369,70.005650,
1-6-2024 12:21:51,64.487187,66.056292,73.200998,73.429905,73.135615,66.615954,70.780772,62.133516,
1-6-2024 12:21:52,66.555001,62.973114,63.588309,63.077540,65.654748,71.175004,69.012499,62.987028,
1-6-2024 12:21:52,67.530254,66.300960,64.877538,72.095528,71.018379,72.884528,69.887405,63.512438,
1-6-2024 12:21:52,72.413311,62.615457,62.960285,62.426240,66.837348,67.958886,69.541587,69.585839,
1-6-2024 12:21:52,69.987813,67.528349,64.778593,71.453575,64.007573,65.015783,69.174344,69.574477,
1-6-2024 12:21:52,77.320862,65.565919,66.400535,64.337114,67.469870,65.106697,68.148647,66.758273,
1-6-2024 12:21:52,65.977042,65.360637,65.327028,66.294203,64.139525,65.714413,69.944955,69.936920,
1-6-2024 12:21:52,66.836649,70.389794,68.449766,63.061051,68.559211,63.958903,62.611611,68.333525,
1-6-2024 12:21:52,63.406800,71.428034,64.620830,68.310733,67.919418,65.541912,72.180014,66.393172,
1-6-2024 12:21:52,68.692840,68.786817,67.950495,61.634058,64.589993,60.020153,60.933950,68.559598,
1-6-2024 12:21:52,66.060650,64.864789,67.547247,63.034496,71.679891,69.285397,63.032297,67.901755,
1-6-2024 12:21:52,65.176559,70.122656,66.602335,65.550529,69.847297,67.188687,61.686861,67.988379,
1-6-2024 12:21:52,63.826802,63.326036,68.630435,64.988971,66.471489,63.416363,63.278977,66.271404,
1-6-2024 12:21:52,62.852891,65.644313,65.288568,65.861912,64.325852,63.110516,70.541854,69.329032,
1-6-2024 12:21:52,64.238827,67.188077,66.980332,62.202138,68.118541,75.479446,65.254746,68.634924,
1-6-2024 12:21:52,66.954555,65.772442,69.942835,66.407630,67.490270,72.910032,67.913189,69.448716,
1-6-2024 12:21:53,60.506711,68.815681,66.996138,64.626307,68.663838,67.885169,66.201398,65.782961,
1-6-2024 12:21:53,63.040665,67.195059,63.851294,67.769719,68.763618,69.097098,66.120163,70.681594,
1-6-2024 12:21:53,64.181626,67.713102,62.457339,61.880239,68.284921,70.677493,64.202752,68.212277,
1-6-2024 12:21:53,64.937728,72.387596,66.998015,68.937172,67.894534,62.356789,68.172386,68.435453,
1-6-2024 12:21:53,67.764004,73.996649,67.375643,66.135615,66.945289,62.733310,62.642374,66.368936,
1-6-2024 12:21:53,69.826698,73.629128,71.884664,68.579198,69.697943,64.279807,67.879004,63.200929,
1-6-2024 12:21:53,66.571658,69.003706,69.625834,68.220121,71.583578,65.361941,72.005647,70.319440,
1-6-2024 12:21:53,63.837406,71.097258,69.083272,67.741765,63.897357,72.069891,61.974514,70.361889,
1-6-2024 12:21:53,68.966714,62.884849,71.807479,69.282851,64.359804,68.100621,72.580899,66.364884,
1-6-2024 12:21:53,69.562438,68.079632,65.018266,67.490515,70.515823,70.223675,65.416875,71.535389,
1-6-2024 12:21:53,69.702592,64.886004,67.615460,59.238283,65.030355,68.851752,67.905739,68.827366,
1-6-2024 12:21:53,67.688857,63.993118,61.153936,67.103870,70.946839,67.356502,64.164325,66.197322,
1-6-2024 12:21:53,67.884900,65.775575,67.273338,66.522094,64.544717,68.072158,65.228828,64.224142,
1-6-2024 12:21:53,67.764973,71.459742,67.266028,70.109052,70.692576,66.287130,65.537748,69.917302,
1-6-2024 12:21:53,64.423697,61.758056,64.589630,70.121070,66.387705,67.125542,64.975808,69.016821,
1-6-2024 12:21:54,68.213491,59.319593,73.643254,64.410455,63.478969,71.707655,63.531026,63.180058,
1-6-2024 12:21:54,62.890779,72.266228,67.857647,68.582200,63.112754,68.260896,65.041268,66.378170,
1-6-2024 12:21:54,67.611501,67.498140,64.654025,62.306145,70.138641,63.096101,69.497653,71.292626,
1-6-2024 12:21:54,69.060622,62.863842,76.009253,65.042103,66.242744,68.420276,69.292959,72.625208,
1-6-2024 12:21:54,59.059176,65.130244,70.517833,68.166956,72.126538,65.442887,66.157715,69.196547,
1-6-2024 12:21:54,68.639335,66.495113,62.033330,68.519286,70.435886,60.666149,65.205123,67.216317,
1-6-2024 12:21:54,65.314360,63.682977,71.173033,63.579040,62.324373,66.911481,67.451188,65.771800,
1-6-2024 12:21:54,69.606764,69.555918,71.316150,71.784453,57.134448,68.045971,65.044026,70.255471,
1-6-2024 12:21:54,62.261346,70.863010,64.739633,66.839044,66.788742,66.463641,66.307102,71.549887,
1-6-2024 12:21:54,72.432918,64.397369,69.386804,65.429463,70.445288,66.448624,69.715745,67.825693,
1-6-2024 12:21:54,64.452446,62.467705,70.101348,65.460820,67.949882,64.229938,67.315758,68.863059,
1-6-2024 12:21:54,68.238563,65.278769,64.015087,61.126387,68.402710,67.702532,71.217163,62.605126,
1-6-2024 12:21:54,71.920908,67.780433,69.073828,69.093621,65.988478,71.017740,65.549834,67.996475,
1-6-2024 12:21:54,73.335538,65.397635,66.791266,70.684416,66.718942,69.596268,66.503310,66.186716,
1-6-2024 12:21:54,72.450931,66.234452,62.386604,70.802845,64.611019,69.772676,64.047330,61.046050,
1-6-2024 12:21:55,69.313758,66.354607,66.490543,70.783578,68.050480,66.044908,64.455188,60.877169,
1-6-2024 12:21:55,62.370785,66.557012,64.031441,65.442780,66.115775,67.744128,69.036034,73.140446,
1-6-2024 12:21:55,70.691502,65.711685,63.841840,69.713878,67.212598,70.832223,65.212354,64.892800,
1-6-2024 12:21:55,67.010466,69.532641,67.706468,68.016386,68.866240,66.678085,67.559993,69.727022,
1-6-2024 12:21:55,68.203564,68.731948,68.094604,62.076686,63.753030,63.461509,67.301692,67.260315,
1-6-2024 12:21:55,64.574092,67.540328,67.058152,62.776268,56.390359,70.813454,69.734304,66.957924,
1-6-2024 12:21:55,64.211236,66.942498,67.874290,61.439730,63.169087,62.822275,72.375450,66.753568,
1-6-2024 12:21:55,69.751678,66.541278,64.433819,67.222434,66.038540,69.844254,63.702088,73.916700,
1-6-2024 12:21:55,63.618990,63.744524,65.064602,66.757167,68.078233,65.808067,67.357882,66.807974,
1-6-2024 12:21:55,65.523905,67.136085,63.689653,66.386410,69.911420,71.780851,69.475153,66.370489,
1-6-2024 12:21:55,59.757927,66.069353,62.598869,66.575442,69.518306,61.146239,69.660469,66.644247,
1-6-2024 12:21:55,68.656033,68.566543,64.520609,69.587655,69.693942,60.173778,66.962088,67.689630,
1-6-2024 12:21:55,71.809065,65.557260,67.448611,65.597622,68.814811,66.877215,68.258109,70.352521,
1-6-2024 12:21:55,71.144409,65.396122,66.107111,70.240070,68.932166,72.759133,62.762507,69.384409,
1-6-2024 12:21:55,65.711787,66.725623,69.519617,66.753466,66.009021,60.508219,68.900968,68.200432,
1-6-2024 12:21:56,75.734404,68.837523,66.747036,62.685609,65.838833,64.093552,71.734995,67.860392,
1-6-2024 12:21:56,63.898742,61.881733,66.579536,69.406573,73.268284,69.543502,72.316508,72.826167,
1-6-2024 12:21:56,71.440680,69.778565,70.972272,70.476238,64.391910,63.138462,69.913657,63.773959,
1-6-2024 12:21:56,66.429858,72.224910,71.172145,71.046423,63.691247,66.140514,72.166307,69.391742,
1-6-2024 12:21:56,68.348458,70.333096,66.209073,67.425103,67.774788,66.894793,69.779802,62.677665,
1-6-2024 12:21:56,66.433069,74.967039,71.015587,63.446315,69.816921,69.530184,68.028405,72.594127,
1-6-2024 12:21:56,71.244995,66.793172,63.715753,65.162432,63.876496,64.620868,69.396106,68.166845,
1-6-2024 12:21:56,65.719624,66.201499,68.259832,65.331903,67.319831,62.864641,73.809033,69.716321,
1-6-2024 12:21:56,64.965856,63.317100,65.884481,67.330237,66.561089,63.280311,66.059624,67.990136,
1-6-2024 12:21:56,66.711687,63.390914,63.762541,64.639181,68.447153,69.540478,65.179015,62.740323,
1-6-2024 12:21:56,66.794420,68.004038,73.499854,68.085190,66.294905,68.439840,67.035559,65.596684,
1-6-2024 12:21:56,64.185706,69.052482,66.382810,67.405708,67.772570,63.170049,66.945360,70.343925,
1-6-2024 12:21:56,65.104927,66.325120,67.925523,77.599089,69.630200,66.145916,65.078711,63.694798,
1-6-2024 12:21:56,67.626718,69.456206,69.827308,65.797403,66.061152,67.798393,66.269990,69.194924,
1-6-2024 12:21:56,65.056950,74.297937,65.580841,67.440199,67.077968,68.603638,70.600602,71.991114,
1-6-2024 12:21:57,72.197414,67.025586,66.877575,65.707523,67.965162,69.361039,67.858626,59.628842,
1-6-2024 12:21:57,62.795240,61.371718,63.147874,65.478891,63.027106,68.776617,68.359001,67.316394,
1-6-2024 12:21:57,73.066518,70.078643,71.154810,74.305092,67.534687,74.887714,67.116528,72.355126,
1-6-2024 12:21:57,68.177443,68.427681,68.534710,64.058049,64.292199,65.710087,66.607710,65.138500,
1-6-2024 12:21:57,68.188811,63.007890,62.596584,68.990303,66.926567,67.036612,66.683287,73.045348,
1-6-2024 12:21:57,66.426670,63.873732,67.423071,68.315223,64.823707,63.836158,68.901407,67.945698,
1-6-2024 12:21:57,66.088592,64.547080,62.136507,74.253666,65.962229,65.691830,66.197480,70.311673,
1-6-2024 12:21:57,67.093611,72.488159,63.786386,63.015256,66.296675,66.775518,68.074602,62.210405,
1-6-2024 12:21:57,65.762787,66.522371,66.093689,69.386268,66.506868,69.897180,75.091625,69.885083,
1-6-2024 12:21:57,70.994072,67.421783,60.399508,76.709967,67.694664,68.677270,67.864477,67.808067,
1-6-2024 12:21:57,68.804539,66.854801,69.784939,64.085204,66.759673,61.725569,62.843438,60.514128,
1-6-2024 12:21:57,73.265304,61.630529,69.586543,67.786001,70.681239,61.065405,69.554565,66.692195,
1-6-2024 12:21:57,64.029440,66.121986,65.015558,64.846135,68.910970,66.707819,65.180575,70.790510,
1-6-2024 12:21:57,65.241251,64.632566,71.619267,68.532697,64.240669,74.156659,61.781052,64.879390,
1-6-2024 12:21:58,65.839736,65.674331,72.204879,66.824663,63.894070,65.891314,61.089919,68.498180,
1-6-2024 12:21:58,64.949248,66.050841,67.381387,68.227581,62.570283,63.288118,71.436963,72.698615,
1-6-2024 12:21:58,68.055160,69.747987,70.578601,64.276638,64.016612,67.596691,68.247979,73.466514,
1-6-2024 12:21:58,60.185264,70.219276,63.644656,69.672657,73.783877,64.477822,69.424607,70.857892,
1-6-2024 12:21:58,67.644271,66.667289,65.013269,65.615906,61.289298,65.685547,62.540532,69.277499,
1-6-2024 12:21:58,69.173346,64.537289,65.968968,66.501992,60.014195,69.474946,73.410683,69.259068,
1-6-2024 12:21:58,64.182651,66.568399,67.294287,66.068207,64.702638,71.398396,65.189091,66.916571,
1-6-2024 12:21:58,61.935746,74.720377,65.468775,70.004618,67.481320,63.594894,66.336390,64.756962,
1-6-2024 12:21:58,65.692917,67.814158,67.205986,68.963630,68.418211,57.879799,71.926473,68.178584,
1-6-2024 12:21:58,68.394943,70.571758,73.213528,66.358598,60.895499,62.397625,65.750251,70.219508,
1-6-2024 12:21:58,64.587712,65.555360,67.928720,67.650058,69.394447,63.831985,64.955879,67.538565,
1-6-2024 12:21:58,70.237904,64.941909,71.438525,67.151858,64.092586,63.514600,71.018373,71.933536,
1-6-2024 12:21:58,70.046374,69.297483,69.566448,64.321468,65.824321,65.820900,69.037283,68.242033,
1-6-2024 12:21:58,63.081413,70.458198,68.307950,62.856742,66.045371,67.819781,67.140005,64.384515,
1-6-2024 12:21:58,66.232572,67.713248,63.389608,70.618903,71.852341,70.154492,64.840176,75.247607,
1-6-2024 12:21:59,63.848988,64.869736,69.458616,64.786289,68.269248,66.216281,67.150279,66.103213,
1-6-2024 12:21:59,66.930514,71.089246,66.099027,69.426515,61.283282,70.258407,59.620706,65.794374,
1-6-2024 12:21:59,63.408373,67.807489,71.277766,71.405078,69.222937,62.719249,66.624771,70.170648,
1-6-2024 12:21:59,65.836965,66.839116,64.634364,65.909735,65.270376,63.177513,66.675635,64.022323,
1-6-2024 12:21:59,63.700107,64.234435,63.646496,64.084344,67.516492,65.529928,64.430479,62.797257,
1-6-2024 12:21:59,71.578806,69.047510,63.451729,65.823185,62.248432,66.376470,64.265649,67.066865,
1-6-2024 12:21:59,66.288117,67.553375,69.167263,66.846168,66.334587,68.885231,69.415194,66.764977,
1-6-2024 12:21:59,74.074360,67.737997,68.324654,64.154087,68.469698,71.299077,65.830810,64.713807,
1-6-2024 12:21:59,65.515863,71.602272,60.423885,61.500961,64.950768,64.851595,65.395032,71.347858,
1-6-2024 12:21:59,67.300185,65.551255,68.222771,71.589552,65.334324,70.238538,65.138582,67.935325,
1-6-2024 12:21:59,65.488791,65.588537,69.700003,68.787155,68.980209,61.367986,68.395586,69.983281,
1-6-2024 12:21:59,67.031541,63.487924,68.845446,71.475353,66.461644,67.253770,68.332733,71.061890,
1-6-2024 12:21:59,64.145237,68.282858,70.738039,67.600530,66.288824,72.584958,61.584230,70.022792,
1-6-2024 12:21:59,63.762342,61.225962,67.488492,66.782055,65.423600,64.701827,61.340262,57.728103,
1-6-2024 12:21:59,67.601047,61.720205,67.038675,65.990790,62.172442,66.204091,66.355795,73.285062,
1-6-2024 12:22:0,72.565860,70.370421,72.704906,68.146862,69.692372,72.029215,60.182584,68.202585,
1-6-2024 12:22:0,67.962740,73.680960,73.898016,66.342040,72.240189,67.883741,63.389895,70.470528,
1-6-2024 12:22:0,65.842228,59.288715,67.782922,69.240159,71.879542,70.234671,63.449671,70.617519,
1-6-2024 12:22:0,64.874704,70.852899,65.689003,67.258413,76.389120,67.974203,69.483319,68.902287,
1-6-2024 12:22:0,64.767209,69.397352,64.155620,73.769128,69.420903,69.320017,66.316520,69.793848,
1-6-2024 12:22:0,70.301424,68.183702,65.752787,67.742627,62.615920,65.835390,63.256291,71.050963,
1-6-2024 12:22:0,66.177258,68.490269,65.096935,69.147802,67.306349,65.252417,67.182667,72.904328,
1-6-2024 12:22:0,66.552970,68.508321,70.573324,69.364101,71.657375,71.486708,69.012421,67.318567,
1-6-2024 12:22:0,71.468647,69.865491,61.676374,69.159467,68.623796,65.081457,67.043816,66.364731,
1-6-2024 12:22:0,61.470429,70.360898,66.677533,69.877298,69.251256,65.620206,63.525091,63.149035,
1-6-2024 12:22:0,70.444763,70.725246,71.805962,67.798307,65.502755,69.399345,68.560401,65.904317,
1-6-2024 12:22:0,71.454177,69.140667,68.162819,68.936925,71.279683,77.723739,65.334072,69.259899,
1-6-2024 12:22:0,68.490072,67.868657,59.864963,60.389577,69.565481,67.231570,61.396119,67.813258,
1-6-2024 12:22:0,68.690099,64.741961,65.143842,70.172184,61.804202,71.564488,68.264252,69.016489,
1-6-2024 12:22:0,62.786969,66.392194,68.761758,68.205922,62.484049,68.872851,68.130277,64.256729,
1-6-2024 12:22:1,63.905244,65.169254,71.759601,70.967970,69.823566,69.316336,61.310965,64.740704,
1-6-2024 12:22:1,67.870482,65.621600,72.853722,64.118235,62.082078,68.536207,68.819632,65.783277,
1-6-2024 12:22:1,69.047947,65.756596,74.145339,68.860627,68.461079,68.473543,67.319846,61.529740,
1-6-2024 12:22:1,69.218754,65.446872,69.056866,73.526135,66.758789,65.839341,71.015292,66.086175,
1-6-2024 12:22:1,69.726182,66.760628,62.048726,60.070399,68.825534,66.889029,66.911600,62.896091,
1-6-2024 12:22:1,70.766527,70.475672,59.684608,68.656877,68.260988,66.793925,66.571049,65.314996,
1-6-2024 12:22:1,68.788094,62.157433,64.569601,69.033947,67.044687,62.106722,71.085921,67.535220,
1-6-2024 12:22:1,63.804854,65.553451,65.076943,69.878638,70.518627,70.197512,70.768167,70.901530,
1-6-2024 12:22:1,63.648982,67.167048,64.704640,67.254697,69.335955,67.103904,64.385685,66.503973,
1-6-2024 12:22:1,67.141437,70.545521,66.507795,71.038664,66.733026,69.207277,66.837789,72.065574,
1-6-2024 12:22:1,69.393664,69.265360,68.589319,60.313288,68.077938,67.810218,68.274587,65.471881,
1-6-2024 12:22:1,63.147871,65.451254,66.747893,68.870117,62.796319,73.148098,70.338834,67.411600,
1-6-2024 12:22:1,69.806172,64.859731,67.273879,63.906447,72.306307,67.843207,68.876837,62.068408,
1-6-2024 12:22:1,67.339252,68.164534,67.089200,71.804546,65.314996,67.522483,71.078728,64.755310,
1-6-2024 12:22:1,64.725999,67.309190,63.354802,68.268987,67.509953,67.733519,65.501016,72.983908,
1-6-2024 12:22:2,64.460096,69.453604,67.043979,68.853686,70.086263,70.976548,68.039447,69.866498,
1-6-2024 12:22:2,69.489208,72.407692,73.476829,65.095830,68.465700,63.369650,69.081882,63.375872,
