time,0,1,2,3,4,5,6,7,left_distance,right_distance,
1-6-2024 20:14:1,143.724302,80.180272,63.451729,65.823185,62.248432,66.376470,64.265649,115.081529,0.846795,0.851066,
1-6-2024 20:14:1,164.000850,100.988628,69.167263,66.846168,66.334587,68.885231,69.415194,135.825499,0.850563,0.854834,
1-6-2024 20:14:1,211.285854,116.208772,68.324654,64.154087,68.469698,71.299077,65.830810,150.312166,0.854457,0.858727,
1-6-2024 20:14:1,248.007785,138.101516,60.423885,61.500961,64.950768,64.851595,65.395032,201.628530,0.858225,0.862495,
1-6-2024 20:14:1,333.645119,157.975907,68.222771,71.589552,65.334324,70.238538,74.969673,244.860970,0.862118,0.866389,
1-6-2024 20:14:1,455.568763,208.724686,69.700003,68.787155,68.980209,61.367986,105.565253,332.461286,0.865886,0.870157,
1-6-2024 20:14:1,903.088635,274.155883,68.845446,71.475353,66.461644,67.253770,121.278438,459.274843,0.869780,0.874050,
1-6-2024 20:14:1,1703.774244,382.806653,70.738039,67.600530,66.288824,72.584958,145.895037,999.695585,0.873674,0.877944,
1-6-2024 20:14:1,1587.862498,347.292381,67.488492,66.782055,65.423600,64.701827,133.301345,656.227093,0.877442,0.881712,
1-6-2024 20:14:1,1560.549450,351.877329,67.038675,65.990790,62.172442,66.204091,150.222575,816.493434,0.881335,0.885606,
1-6-2024 20:14:1,1714.974785,384.482179,72.704906,68.146862,69.692372,72.029215,147.440075,1002.661048,0.885103,0.889374,
1-6-2024 20:14:2,1616.406513,366.006252,73.898016,66.342040,72.240189,67.883741,146.021095,880.597427,0.888997,0.893267,
1-6-2024 20:14:2,1625.201903,352.342133,67.782922,69.240159,71.879542,70.234671,155.338728,951.787121,0.892765,0.897035,
1-6-2024 20:14:2,1755.289340,391.782855,65.689003,67.258413,76.389120,67.974203,153.712331,995.334906,0.896658,0.900929,
1-6-2024 20:14:2,3352.637595,1142.670753,64.155620,73.769128,69.420903,69.320017,231.246445,1996.479126,0.900426,0.904697,
1-6-2024 20:14:2,2044.407851,518.796944,65.752787,67.742627,62.615920,65.835390,172.211898,1399.604851,0.904320,0.908590,
1-6-2024 20:14:2,1915.175254,444.847581,65.096935,69.147802,67.306349,65.252417,172.437202,1284.526970,0.912484,0.912358,
1-6-2024 20:14:2,1877.680563,487.862877,70.573324,69.364101,71.657375,71.486708,147.873416,1056.883101,0.913238,0.916252,
1-6-2024 20:14:2,1700.845201,333.405127,61.676374,69.159467,68.623796,65.081457,214.120725,1378.028761,0.916001,0.920020,
