time,0,1,2,3,4,5,6,7,left_distance,right_distance,
1-6-2024 20:9:0,66.472637,67.250676,66.073649,69.137237,65.775504,67.625669,71.744548,66.503099,0.116934,0.134266,
1-6-2024 20:9:0,63.895276,60.213861,67.629094,67.272494,66.376282,69.748253,62.878848,63.762373,0.120827,0.138160,
1-6-2024 20:9:0,70.492199,66.674966,68.672678,70.688995,68.332912,67.228937,70.097620,69.848811,0.124595,0.141928,
1-6-2024 20:9:0,59.602147,70.253569,68.006488,68.510879,71.445736,66.484543,61.054518,67.214353,0.128489,0.145822,
1-6-2024 20:9:0,67.949591,70.837424,61.605275,68.134871,63.608387,65.780101,69.436139,63.946906,0.132257,0.149715,
1-6-2024 20:9:0,80.683762,67.738180,63.111122,74.418741,63.104599,68.134645,67.245905,69.275837,0.136150,0.153483,
1-6-2024 20:9:0,99.061992,68.478065,67.523397,67.147098,64.194804,70.562430,69.548081,97.301837,0.139918,0.157377,
1-6-2024 20:9:0,107.855064,65.082805,73.942333,72.710168,71.585863,72.093836,70.496438,103.260685,0.143812,0.161145,
1-6-2024 20:9:0,127.788390,63.910644,62.586941,71.703548,66.276912,72.789724,70.021266,113.629586,0.147706,0.165038,
1-6-2024 20:9:0,140.028501,64.500755,64.688570,64.511668,67.449771,68.480347,71.261875,138.158699,0.151474,0.168806,
1-6-2024 20:9:0,142.980871,72.377497,68.759205,73.768085,70.599518,63.275993,61.232531,152.155794,0.163657,0.172700,
1-6-2024 20:9:0,186.903748,103.722328,68.045861,70.279805,64.104739,69.702023,64.624737,153.606628,0.162778,0.176468,
1-6-2024 20:9:0,217.058310,128.077378,64.262475,64.780148,63.338577,64.778314,68.755568,156.417991,0.163154,0.179231,
1-6-2024 20:9:0,260.525914,142.416546,69.270876,64.087549,64.764648,65.870624,68.891523,193.475292,0.166043,0.183125,
1-6-2024 20:9:0,321.522092,164.385692,64.951721,70.393180,72.131330,63.090231,65.345990,233.508861,0.169560,0.186893,
1-6-2024 20:9:1,454.378561,203.186234,62.741357,67.956550,66.293842,64.423263,104.466819,330.705538,0.173202,0.190786,
1-6-2024 20:9:1,919.768345,256.108663,58.378764,60.416262,67.294294,61.847878,133.023101,489.722522,0.176970,0.194554,
1-6-2024 20:9:1,1777.573437,359.209934,63.364411,67.784465,63.857773,63.142943,184.022422,1386.278128,0.180864,0.198448,
1-6-2024 20:9:1,1931.598151,378.104599,66.816068,68.047206,72.396374,69.029057,225.817840,1606.454030,0.184632,0.202216,
1-6-2024 20:9:1,1924.440395,650.269350,67.238512,68.138230,63.762749,61.330039,111.018077,572.991356,0.188526,0.206110,
1-6-2024 20:9:1,1899.915209,626.979351,67.181629,64.386719,67.856574,66.323256,108.601769,601.326842,0.192294,0.210003,
1-6-2024 20:9:1,1569.640314,514.779349,69.643446,66.248694,62.653960,68.626404,99.104225,483.917065,0.196062,0.213646,
1-6-2024 20:9:1,1728.868849,491.124974,69.481250,66.913122,67.404615,61.329143,112.192838,545.356612,0.199830,0.217539,
1-6-2024 20:9:1,1732.950035,500.637686,65.908123,67.339654,68.869932,66.354297,118.771630,610.760890,0.203723,0.221307,
1-6-2024 20:9:1,1773.794290,472.320512,73.586584,64.794841,63.249611,61.110244,129.630368,728.896219,0.207617,0.225201,
1-6-2024 20:9:1,1783.050366,451.224329,60.499504,67.471685,66.080386,67.381350,142.035002,823.714842,0.211385,0.228969,
1-6-2024 20:9:1,1785.763379,429.906158,60.987529,68.989881,69.576018,66.422696,128.017544,801.902123,0.215278,0.232862,
1-6-2024 20:12:32,68.101264,61.424656,66.276019,69.733306,62.271632,67.519473,67.527230,66.782122,0.219046,0.276446,
1-6-2024 20:12:32,66.518269,68.780438,64.122026,61.955907,67.147571,66.941255,66.325678,64.835937,0.222940,0.269538,
1-6-2024 20:12:32,65.849885,60.046272,67.515525,69.805481,66.833104,71.230243,59.606768,67.825149,0.226708,0.262755,
1-6-2024 20:12:32,66.621804,68.000072,74.499802,66.215328,66.845233,73.143559,62.137026,69.008092,0.230602,0.257982,
1-6-2024 20:12:32,63.951645,75.086268,65.106071,67.302685,60.467407,67.715441,69.354563,64.417035,0.234370,0.256601,
1-6-2024 20:12:32,63.916540,71.230551,69.598775,67.280203,70.619913,62.210630,60.942252,64.476946,0.238263,0.257982,
1-6-2024 20:12:32,69.948396,64.454179,66.628501,61.687232,62.307522,72.284253,66.696326,66.029375,0.242031,0.260871,
1-6-2024 20:12:32,66.529755,63.931542,66.951704,69.136714,67.584067,62.980706,73.336600,67.145791,0.245799,0.264262,
1-6-2024 20:12:32,61.316264,67.626524,66.842739,67.551497,70.104530,66.217960,63.987537,71.644535,0.249693,0.267905,
1-6-2024 20:12:32,66.570408,65.280626,63.446795,60.745545,73.270158,62.167860,64.253215,67.087371,0.253461,0.271673,
1-6-2024 20:12:32,69.181038,63.101586,64.888596,67.358652,74.190969,64.297183,63.938543,66.610938,0.257354,0.275566,
1-6-2024 20:12:32,67.351505,69.508773,66.289584,63.127373,68.143282,69.982308,65.809685,62.609969,0.261248,0.279334,
1-6-2024 20:12:32,68.242269,63.274601,69.386839,65.731390,72.804983,64.384065,66.212955,66.970759,0.265016,0.283228,
1-6-2024 20:12:32,62.700125,64.527904,64.712209,66.925425,66.178174,64.119430,67.720257,70.060987,0.282726,0.286996,
1-6-2024 20:12:32,64.799487,65.945817,65.613560,65.424293,66.358815,64.131448,65.197094,67.581326,0.285363,0.290890,
1-6-2024 20:12:32,67.657707,67.598929,67.718894,69.219671,65.095803,65.304238,63.838376,63.468324,0.289006,0.294658,
1-6-2024 20:12:33,66.072841,66.402261,69.356714,71.787678,67.874218,65.758598,64.538040,64.801141,0.293025,0.298551,
1-6-2024 20:12:33,69.900221,69.185370,64.007905,68.588564,63.352271,68.296456,65.300387,66.229109,0.297044,0.302319,
1-6-2024 20:12:33,71.922853,69.357958,66.777897,67.668241,68.866645,65.588137,68.167225,61.746556,0.301314,0.306213,
1-6-2024 20:12:33,71.227678,65.346579,68.759195,65.859890,59.977478,69.074740,65.405808,70.128875,0.305459,0.309981,
1-6-2024 20:12:33,67.850931,62.549443,68.046375,68.359029,67.048993,67.740461,66.395845,71.706325,0.309478,0.313874,
1-6-2024 20:12:33,69.485748,67.398921,68.927445,69.266607,66.791863,71.726791,71.496085,68.377420,0.313372,0.317642,
1-6-2024 20:12:33,67.200142,72.756593,64.318497,59.213027,69.532009,64.502821,68.307482,64.162896,0.317266,0.321536,
1-6-2024 20:12:33,66.265642,63.615884,65.426916,67.688033,62.404146,63.743429,64.265206,70.755480,0.321034,0.325304,
1-6-2024 20:12:33,73.703508,64.133309,72.109659,74.528997,68.613841,62.560815,70.499537,68.112857,0.324927,0.329198,
1-6-2024 20:12:33,65.214968,67.127168,68.840867,69.958474,68.104315,70.074599,62.574132,64.277194,0.328821,0.332966,
1-6-2024 20:12:33,57.411554,67.642093,69.130304,67.445466,69.008289,67.237383,67.724928,68.192880,0.332589,0.336859,
1-6-2024 20:12:33,70.111849,67.440953,68.355912,68.747063,65.537388,69.791549,70.248734,66.382574,0.336482,0.340627,
1-6-2024 20:12:33,62.088850,67.050748,66.975561,67.416330,67.020208,68.771186,63.131663,63.438689,0.340250,0.344521,
1-6-2024 20:12:33,68.862018,69.178922,68.511247,62.157044,63.163076,69.236755,69.589803,65.095391,0.344144,0.348289,
1-6-2024 20:12:33,71.135022,62.357433,71.965827,68.174587,64.568629,70.261861,63.714713,73.012777,0.348038,0.352182,
1-6-2024 20:12:34,67.595080,66.205693,70.240323,71.887352,62.888656,65.700545,64.695943,65.911367,0.351806,0.356076,
1-6-2024 20:12:34,69.481181,68.752756,71.949394,65.242983,64.735215,71.226871,69.519365,59.869122,0.355699,0.359844,
1-6-2024 20:12:34,72.967697,71.193430,68.121250,66.835083,64.571963,68.045372,66.432295,68.563854,0.359467,0.363738,
1-6-2024 20:12:34,64.481969,66.990918,66.947591,64.455995,65.349479,62.016906,69.222960,67.626016,0.363361,0.367506,
1-6-2024 20:12:34,63.937649,64.554772,65.647387,64.209883,65.788363,70.702148,58.612568,69.332526,0.367129,0.371399,
1-6-2024 20:12:46,68.732726,69.117843,70.231074,70.435272,69.021018,61.297289,65.957146,73.081311,0.371022,0.375293,
1-6-2024 20:12:46,65.161562,63.279390,70.197363,68.270164,66.136276,70.210822,66.528666,69.509410,0.374916,0.379061,
1-6-2024 20:12:46,65.308604,73.811470,65.017585,65.068780,69.646249,70.639467,66.997387,68.260349,0.378684,0.382954,
1-6-2024 20:12:46,67.888168,66.420687,68.014545,70.901486,68.809340,65.167900,70.836960,67.182665,0.382578,0.386722,
1-6-2024 20:12:46,69.737853,67.677231,63.123154,63.426999,72.613282,69.158860,65.719941,63.800512,0.386471,0.390616,
1-6-2024 20:12:46,64.686315,68.474002,70.218041,61.502859,69.724350,62.232535,65.694191,62.270244,0.390239,0.394510,
1-6-2024 20:12:46,72.207486,67.508804,71.492815,64.848164,67.931825,65.964221,62.442309,69.852837,0.394133,0.398278,
1-6-2024 20:12:46,61.261148,63.208194,69.917941,70.148425,69.118535,62.436980,69.508120,66.102628,0.397901,0.402171,
1-6-2024 20:12:46,70.450950,70.955090,65.689883,70.433504,64.219338,72.507586,65.133051,67.896101,0.401794,0.405939,
1-6-2024 20:12:46,66.170450,65.953172,67.091869,63.040335,69.095914,69.689701,71.458237,60.513143,0.405562,0.409833,
1-6-2024 20:12:46,64.278797,68.110251,67.471191,63.201771,74.262355,70.598800,68.189898,66.190780,0.409456,0.413601,
1-6-2024 20:12:46,70.284689,68.911215,68.471641,64.881515,62.556839,66.089301,73.080753,65.544602,0.413224,0.417494,
1-6-2024 20:12:47,67.202326,68.983430,65.922795,68.013925,64.566412,65.208042,60.269132,66.607748,0.417118,0.421262,
1-6-2024 20:12:47,73.533059,65.276649,65.246893,66.709494,65.652422,69.157773,69.223369,70.005650,0.421011,0.425156,
1-6-2024 20:12:47,64.487187,66.056292,73.200998,73.429905,73.135615,66.615954,70.780772,62.133516,0.424779,0.429050,
1-6-2024 20:12:47,66.555001,62.973114,63.588309,63.077540,65.654748,71.175004,69.012499,62.987028,0.428673,0.432818,
1-6-2024 20:12:47,67.530254,66.300960,64.877538,72.095528,71.018379,72.884528,69.887405,63.512438,0.432441,0.436711,
1-6-2024 20:12:47,72.413311,62.615457,62.960285,62.426240,66.837348,67.958886,69.541587,69.585839,0.436334,0.440479,
1-6-2024 20:12:47,69.987813,67.528349,64.778593,71.453575,64.007573,65.015783,69.174344,69.574477,0.440102,0.444373,
1-6-2024 20:12:47,77.320862,65.565919,66.400535,64.337114,67.469870,65.106697,68.148647,66.758273,0.443996,0.448141,
1-6-2024 20:12:47,65.977042,65.360637,65.327028,66.294203,64.139525,65.714413,69.944955,69.936920,0.447764,0.452034,
1-6-2024 20:12:47,66.836649,70.389794,68.449766,63.061051,68.559211,63.958903,62.611611,68.333525,0.451658,0.455802,
1-6-2024 20:12:47,63.406800,71.428034,64.620830,68.310733,67.919418,65.541912,72.180014,66.393172,0.455426,0.459696,
1-6-2024 20:12:47,68.692840,68.786817,67.950495,61.634058,64.589993,60.020153,60.933950,68.559598,0.459319,0.463464,
1-6-2024 20:12:47,66.060650,64.864789,67.547247,63.034496,71.679891,69.285397,63.032297,67.901755,0.463213,0.467358,
1-6-2024 20:12:47,65.176559,70.122656,66.602335,65.550529,69.847297,67.188687,61.686861,67.988379,0.466981,0.471251,
1-6-2024 20:12:47,63.826802,63.326036,68.630435,64.988971,66.471489,63.416363,63.278977,66.271404,0.470874,0.475019,
1-6-2024 20:12:48,62.852891,65.644313,65.288568,65.861912,64.325852,63.110516,70.541854,69.329032,0.474642,0.478913,
1-6-2024 20:12:48,64.238827,67.188077,66.980332,62.202138,68.118541,75.479446,65.254746,68.634924,0.478536,0.482681,
1-6-2024 20:12:48,66.954555,65.772442,69.942835,66.407630,67.490270,72.910032,67.913189,69.448716,0.482304,0.486574,
1-6-2024 20:12:48,60.506711,68.815681,66.996138,64.626307,68.663838,67.885169,66.201398,65.782961,0.486198,0.490342,
1-6-2024 20:12:48,63.040665,67.195059,63.851294,67.769719,68.763618,69.097098,66.120163,70.681594,0.489966,0.494236,
1-6-2024 20:12:48,64.181626,67.713102,62.457339,61.880239,68.284921,70.677493,64.202752,68.212277,0.493859,0.498004,
1-6-2024 20:12:48,64.937728,72.387596,66.998015,68.937172,67.894534,62.356789,68.172386,68.435453,0.497753,0.501898,
1-6-2024 20:12:48,67.764004,73.996649,67.375643,66.135615,66.945289,62.733310,62.642374,66.368936,0.501521,0.505791,
1-6-2024 20:12:48,69.826698,73.629128,71.884664,68.579198,69.697943,64.279807,67.879004,63.200929,0.505414,0.509559,
1-6-2024 20:12:48,66.571658,69.003706,69.625834,68.220121,71.583578,65.361941,72.005647,70.319440,0.509182,0.513453,
1-6-2024 20:12:48,63.837406,71.097258,69.083272,67.741765,63.897357,72.069891,61.974514,70.361889,0.513076,0.517221,
1-6-2024 20:12:48,68.966714,62.884849,71.807479,69.282851,64.359804,68.100621,72.580899,66.364884,0.516844,0.521114,
1-6-2024 20:12:48,69.562438,68.079632,65.018266,67.490515,70.515823,70.223675,65.416875,71.535389,0.520738,0.524882,
1-6-2024 20:12:48,69.702592,64.886004,67.615460,59.238283,65.030355,68.851752,67.905739,68.827366,0.524506,0.528776,
1-6-2024 20:12:48,67.688857,63.993118,61.153936,67.103870,70.946839,67.356502,64.164325,66.197322,0.528399,0.532544,
1-6-2024 20:12:49,67.884900,65.775575,67.273338,66.522094,64.544717,68.072158,65.228828,72.581193,0.532167,0.536438,
1-6-2024 20:12:49,83.524258,71.459742,67.266028,70.109052,70.692576,66.287130,65.537748,98.149247,0.536061,0.540206,
1-6-2024 20:12:49,102.236796,61.758056,64.589630,70.121070,66.387705,67.125542,64.975808,113.598239,0.539954,0.544099,
1-6-2024 20:12:49,115.370121,59.319593,73.643254,64.410455,63.478969,71.707655,63.531026,112.325931,0.543722,0.547993,
1-6-2024 20:12:49,118.279264,72.266228,67.857647,68.582200,63.112754,68.260896,65.041268,134.868529,0.547616,0.551761,
1-6-2024 20:12:49,147.602034,67.498140,64.654025,62.306145,70.138641,63.096101,81.300538,160.721420,0.551384,0.555654,
1-6-2024 20:12:49,179.819514,62.863842,76.009253,65.042103,66.242744,68.420276,102.822784,200.805239,0.555278,0.559422,
1-6-2024 20:12:49,201.907820,94.274973,70.517833,68.166956,72.126538,65.442887,114.682937,238.777594,0.559046,0.563316,
1-6-2024 20:12:49,287.433455,109.629636,62.033330,68.519286,70.435886,60.666149,130.320884,313.475520,0.562939,0.567084,
1-6-2024 20:12:49,361.944159,122.785576,71.173033,63.579040,62.324373,66.911481,159.003432,416.692578,0.566707,0.570978,
1-6-2024 20:12:49,587.762601,166.502990,71.316150,71.784453,57.134448,68.045971,217.782433,820.242963,0.570601,0.574746,
1-6-2024 20:12:49,1413.464214,225.729961,64.739633,66.839044,66.788742,66.463641,305.669926,1622.936415,0.574494,0.578639,
1-6-2024 20:12:49,1214.823637,195.010176,69.386804,65.429463,70.445288,66.448624,278.779532,1472.259911,0.578262,0.582533,
1-6-2024 20:12:49,1226.916822,197.440822,70.101348,65.460820,67.949882,64.229938,279.760213,1505.265066,0.582156,0.586301,
1-6-2024 20:12:49,1301.452519,210.033826,64.015087,61.126387,68.402710,67.702532,293.694308,1500.551079,0.585924,0.590194,
1-6-2024 20:12:49,1354.954471,216.234835,69.073828,69.093621,65.988478,71.017740,283.310953,1539.574894,0.589818,0.593962,
1-6-2024 20:12:50,1379.881426,216.676081,66.791266,70.684416,66.718942,69.596268,287.393371,1548.599799,0.593586,0.597856,
1-6-2024 20:12:50,1387.773734,218.950575,62.386604,70.802845,64.611019,69.772676,284.487511,1518.904083,0.597479,0.601624,
1-6-2024 20:12:50,1371.157085,215.172838,66.490543,70.783578,68.050480,66.044908,288.724843,1525.262624,0.601247,0.605518,
1-6-2024 20:12:50,1346.386796,215.957485,64.031441,65.442780,66.115775,67.744128,297.828335,1575.643573,0.605141,0.609286,
1-6-2024 20:12:50,1383.133543,214.897909,63.841840,69.713878,67.212598,70.832223,291.437540,1554.250493,0.608909,0.613179,
1-6-2024 20:12:50,1341.585028,215.090672,67.706468,68.016386,68.866240,66.678085,299.740316,1572.006385,0.612802,0.616947,
1-6-2024 20:12:50,1350.727480,214.017320,68.094604,62.076686,63.753030,63.461509,299.630410,1570.852464,0.616696,0.620841,
1-6-2024 20:12:50,1336.328722,212.259426,67.058152,62.776268,56.390359,70.813454,300.781213,1571.938328,0.620464,0.624734,
1-6-2024 20:12:50,1318.142321,214.632531,67.874290,61.439730,63.169087,62.822275,305.781596,1576.488452,0.624358,0.628502,
1-6-2024 20:12:50,1346.652470,214.057086,64.433819,67.222434,66.038540,69.844254,290.092018,1599.055374,0.628126,0.632396,
1-6-2024 20:12:50,1323.585388,209.492550,65.064602,66.757167,68.078233,65.808067,295.618319,1578.012201,0.632019,0.636164,
1-6-2024 20:12:50,1333.335774,222.096073,63.689653,66.386410,69.911420,71.780851,299.513863,1580.830599,0.635787,0.640058,
1-6-2024 20:12:50,1305.911073,220.334468,62.598869,66.575442,69.518306,61.146239,298.658255,1581.857377,0.639681,0.643826,
1-6-2024 20:12:50,1360.630288,224.549676,64.520609,69.587655,69.693942,60.173778,293.751405,1585.140120,0.643449,0.647719,
1-6-2024 20:12:50,1375.523869,217.253199,67.448611,65.597622,68.814811,66.877215,296.110577,1589.466031,0.647342,0.651487,
1-6-2024 20:12:51,1372.545481,216.998835,66.107111,70.240070,68.932166,72.759133,284.881413,1586.560701,0.651110,0.655381,
1-6-2024 20:13:57,65.711787,66.725623,69.519617,66.753466,66.009021,60.508219,68.900968,68.200432,0.655004,0.659149,
1-6-2024 20:13:58,75.734404,68.837523,66.747036,62.685609,65.838833,64.093552,71.734995,67.860392,0.658898,0.663042,
1-6-2024 20:13:58,63.898742,61.881733,66.579536,69.406573,73.268284,69.543502,72.316508,72.826167,0.662666,0.666936,
1-6-2024 20:13:58,71.440680,69.778565,70.972272,70.476238,64.391910,63.138462,69.913657,63.773959,0.666559,0.670704,
1-6-2024 20:13:58,66.429858,72.224910,71.172145,71.046423,63.691247,66.140514,72.166307,69.391742,0.675602,0.674598,
1-6-2024 20:13:58,68.348458,70.333096,66.209073,67.425103,67.774788,66.894793,69.779802,62.677665,0.676105,0.678366,
1-6-2024 20:13:58,66.433069,74.967039,71.015587,63.446315,69.816921,69.530184,68.028405,72.594127,0.678617,0.682259,
1-6-2024 20:13:58,71.244995,66.793172,63.715753,65.162432,63.876496,64.620868,69.396106,68.166845,0.682008,0.686027,
1-6-2024 20:13:58,65.719624,66.201499,68.259832,65.331903,67.319831,62.864641,73.809033,69.716321,0.685650,0.689921,
1-6-2024 20:13:58,64.965856,63.317100,65.884481,67.330237,66.561089,63.280311,66.059624,67.990136,0.689418,0.693689,
1-6-2024 20:13:58,66.711687,63.390914,63.762541,64.639181,68.447153,69.540478,65.179015,62.740323,0.693312,0.697582,
1-6-2024 20:13:58,66.794420,68.004038,73.499854,68.085190,66.294905,68.439840,67.035559,65.596684,0.697080,0.701350,
1-6-2024 20:13:58,64.185706,69.052482,66.382810,67.405708,67.772570,63.170049,66.945360,70.343925,0.700974,0.705244,
1-6-2024 20:13:58,65.104927,66.325120,67.925523,77.599089,69.630200,66.145916,65.078711,63.694798,0.704742,0.709012,
1-6-2024 20:13:58,67.626718,69.456206,69.827308,65.797403,66.061152,67.798393,66.269990,69.194924,0.708635,0.712906,
1-6-2024 20:13:58,65.056950,74.297937,65.580841,67.440199,67.077968,68.603638,70.600602,71.991114,0.712403,0.716674,
1-6-2024 20:13:59,72.197414,67.025586,66.877575,65.707523,67.965162,69.361039,67.858626,59.628842,0.716297,0.720567,
1-6-2024 20:13:59,62.795240,61.371718,63.147874,65.478891,63.027106,68.776617,68.359001,67.316394,0.720190,0.724461,
1-6-2024 20:13:59,73.066518,70.078643,71.154810,74.305092,67.534687,74.887714,67.116528,72.355126,0.723958,0.728229,
1-6-2024 20:13:59,68.177443,68.427681,68.534710,64.058049,64.292199,65.710087,66.607710,65.138500,0.727852,0.732122,
1-6-2024 20:13:59,68.188811,63.007890,62.596584,68.990303,66.926567,67.036612,66.683287,73.045348,0.731620,0.735890,
1-6-2024 20:13:59,66.426670,63.873732,67.423071,68.315223,64.823707,63.836158,68.901407,67.945698,0.735514,0.739784,
1-6-2024 20:13:59,66.088592,64.547080,62.136507,74.253666,65.962229,65.691830,66.197480,70.311673,0.739282,0.743552,
1-6-2024 20:13:59,67.093611,72.488159,63.786386,63.015256,66.296675,66.775518,68.074602,62.210405,0.743175,0.747446,
1-6-2024 20:13:59,65.762787,66.522371,66.093689,69.386268,66.506868,69.897180,75.091625,69.885083,0.746943,0.751214,
1-6-2024 20:13:59,70.994072,67.421783,60.399508,76.709967,67.694664,68.677270,67.864477,67.808067,0.750837,0.755107,
1-6-2024 20:13:59,68.804539,66.854801,69.784939,64.085204,66.759673,61.725569,62.843438,60.514128,0.754730,0.759001,
1-6-2024 20:13:59,73.265304,61.630529,69.586543,67.786001,70.681239,61.065405,69.554565,66.692195,0.758498,0.762769,
1-6-2024 20:13:59,64.029440,66.121986,65.015558,64.846135,68.910970,66.707819,65.180575,70.790510,0.762392,0.766662,
1-6-2024 20:13:59,65.241251,64.632566,71.619267,68.532697,64.240669,74.156659,61.781052,64.879390,0.766160,0.770430,
1-6-2024 20:13:59,65.839736,65.674331,72.204879,66.824663,63.894070,65.891314,61.089919,68.498180,0.770054,0.774324,
1-6-2024 20:14:0,64.949248,66.050841,67.381387,68.227581,62.570283,63.288118,71.436963,72.698615,0.773822,0.778092,
1-6-2024 20:14:0,68.055160,69.747987,70.578601,64.276638,64.016612,67.596691,68.247979,73.466514,0.777715,0.781986,
1-6-2024 20:14:0,60.185264,70.219276,63.644656,69.672657,73.783877,64.477822,69.424607,70.857892,0.781483,0.785754,
1-6-2024 20:14:0,67.644271,66.667289,65.013269,65.615906,61.289298,65.685547,62.540532,69.277499,0.785377,0.789647,
1-6-2024 20:14:0,69.173346,64.537289,65.968968,66.501992,60.014195,69.474946,73.410683,69.259068,0.789145,0.793415,
1-6-2024 20:14:0,64.182651,66.568399,67.294287,66.068207,64.702638,71.398396,65.189091,66.916571,0.793038,0.797309,
1-6-2024 20:14:0,61.935746,74.720377,65.468775,70.004618,67.481320,63.594894,66.336390,64.756962,0.796932,0.801202,
1-6-2024 20:14:0,65.692917,67.814158,67.205986,68.963630,68.418211,57.879799,71.926473,68.178584,0.800700,0.804970,
1-6-2024 20:14:0,68.394943,70.571758,73.213528,66.358598,60.895499,62.397625,65.750251,70.219508,0.804594,0.808864,
1-6-2024 20:14:0,64.587712,65.555360,67.928720,67.650058,69.394447,63.831985,64.955879,67.538565,0.808362,0.812632,
1-6-2024 20:14:0,70.237904,64.941909,71.438525,67.151858,64.092586,63.514600,71.018373,71.933536,0.812255,0.816526,
1-6-2024 20:14:0,70.046374,69.297483,69.566448,64.321468,65.824321,65.820900,69.037283,68.242033,0.816023,0.820294,
1-6-2024 20:14:0,63.081413,70.458198,68.307950,62.856742,66.045371,67.819781,67.140005,64.384515,0.819917,0.824187,
1-6-2024 20:14:0,66.232572,67.713248,63.389608,70.618903,71.852341,70.154492,64.840176,75.247607,0.823685,0.827955,
1-6-2024 20:14:0,65.599046,64.869736,69.458616,64.786289,68.269248,66.216281,67.150279,66.103213,0.827578,0.831849,
1-6-2024 20:14:1,86.642255,71.089246,66.099027,69.426515,61.283282,70.258407,59.620706,65.794374,0.831472,0.835742,
1-6-2024 20:14:1,97.751552,67.807489,71.277766,71.405078,69.222937,62.719249,66.624771,74.312137,0.835240,0.839510,
1-6-2024 20:14:1,110.100408,66.839116,64.634364,65.909735,65.270376,63.177513,66.675635,87.021655,0.839134,0.843404,
1-6-2024 20:14:1,118.150199,64.234435,63.646496,64.084344,67.516492,65.529928,64.430479,102.614547,0.842902,0.847172,
