time,0,1,2,3,4,5,6,7,left_distance,right_distance,
1-6-2024 12:55:29,69.968280,67.068430,69.651024,66.597163,62.721456,66.817198,67.915157,69.746300,0.000000,0.000000,
1-6-2024 12:55:29,66.532711,64.206464,74.827764,64.940512,66.837673,60.777962,57.399075,68.630137,0.033033,0.001884,
1-6-2024 12:55:29,67.126739,66.325993,65.573679,54.667887,64.850760,72.534950,70.142569,69.067128,0.036424,0.005778,
1-6-2024 12:55:29,68.097866,69.419404,69.679553,65.876335,73.487176,65.622166,66.451673,66.564172,0.040192,0.009546,
1-6-2024 12:55:29,67.577608,68.489162,69.808916,65.166005,66.023564,71.236768,65.370895,70.966657,0.043960,0.013439,
1-6-2024 12:55:29,63.234791,62.727858,67.628645,63.583875,61.209735,66.108018,69.334036,67.375872,0.047854,0.017207,
1-6-2024 12:55:29,67.935514,68.932665,60.304237,66.030061,66.108706,64.656182,63.675263,66.652559,0.051622,0.021101,
1-6-2024 12:55:29,67.521682,63.621736,68.002107,67.166664,66.719341,66.480741,65.899510,68.806190,0.055515,0.024994,
1-6-2024 12:55:29,63.189593,59.779855,61.139923,71.626852,66.468208,73.180014,66.328794,64.542007,0.059283,0.028762,
1-6-2024 12:55:29,65.181475,68.786007,64.518135,64.194431,66.048914,69.520039,64.084735,67.379419,0.063177,0.032656,
1-6-2024 12:55:29,68.031430,73.282012,66.296809,75.059634,72.142258,71.829527,70.058871,68.459386,0.067070,0.036424,
1-6-2024 12:55:29,61.083041,64.815663,68.834501,67.671375,70.514008,70.533057,71.233154,62.704265,0.070838,0.040318,
1-6-2024 12:55:29,70.212409,68.106504,63.930308,67.546074,65.588892,70.751429,65.115306,57.556797,0.074732,0.044086,
1-6-2024 12:55:29,71.628806,62.838438,69.730953,68.417745,69.434213,64.219920,62.058566,65.251751,0.078500,0.047979,
1-6-2024 12:55:30,59.569402,69.194995,62.027082,76.039386,69.948633,61.117945,64.772110,65.539979,0.082394,0.051747,
1-6-2024 12:55:30,65.150524,66.653246,66.789433,67.944182,62.091918,69.940498,70.270211,70.820667,0.086162,0.055641,
1-6-2024 12:55:30,71.657183,66.734421,65.136571,68.089603,67.189214,62.233255,69.189399,66.590634,0.090055,0.059534,
1-6-2024 12:55:30,69.348149,68.810138,72.847527,70.223485,67.609713,68.886037,76.028798,65.343086,0.093823,0.063302,
1-6-2024 12:55:30,67.078442,70.570902,68.867419,71.640964,71.138097,63.081826,70.206267,69.221785,0.097717,0.067196,
1-6-2024 12:55:30,60.904617,62.424796,64.310332,66.078600,69.540901,63.223806,67.878479,67.036078,0.101485,0.070964,
1-6-2024 12:55:30,67.711283,65.572906,60.291081,65.242624,66.924863,69.602008,66.797349,66.317802,0.105378,0.074858,
1-6-2024 12:55:30,64.644785,65.987684,66.015691,71.336923,61.885832,66.830074,66.737778,64.999796,0.109272,0.078626,
1-6-2024 12:55:30,73.227501,64.867244,65.077854,62.366135,65.117688,69.710006,67.379608,65.396110,0.113040,0.082519,
1-6-2024 12:55:30,67.837627,71.771573,66.079474,61.674487,69.811594,69.197585,70.932311,68.180432,0.116934,0.086287,
1-6-2024 12:55:30,68.073926,66.799467,66.723916,70.439807,71.958555,68.496756,65.134734,67.955826,0.120702,0.090181,
1-6-2024 12:55:30,68.733133,70.677472,66.468989,69.104103,68.360679,66.307676,72.621076,67.476093,0.124595,0.093949,
1-6-2024 12:55:30,65.859479,64.541008,73.114624,67.155259,64.594864,71.311860,65.261292,65.910266,0.128363,0.097842,
1-6-2024 12:55:30,69.039153,64.438099,63.052291,66.693857,68.326829,67.515518,66.780226,65.308800,0.132257,0.101736,
1-6-2024 12:55:30,66.416591,70.790797,70.598690,71.693282,66.888773,69.149531,67.102271,72.152485,0.136025,0.105504,
1-6-2024 12:55:31,66.472637,67.250676,66.073649,69.137237,65.775504,67.625669,71.744548,66.503099,0.139918,0.109398,
1-6-2024 12:55:31,63.895276,60.213861,67.629094,67.272494,66.376282,69.748253,62.878848,63.762373,0.143812,0.113166,
1-6-2024 12:55:31,70.492199,66.674966,68.672678,70.688995,68.332912,67.228937,70.097620,69.848811,0.147580,0.117059,
1-6-2024 12:55:31,59.602147,70.253569,68.006488,68.510879,71.445736,66.484543,61.054518,67.214353,0.151474,0.120827,
1-6-2024 12:55:31,67.949591,70.837424,61.605275,68.134871,63.608387,65.780101,69.436139,63.946906,0.155242,0.124721,
1-6-2024 12:55:31,70.232424,67.738180,63.111122,74.418741,63.104599,68.134645,67.245905,64.547729,0.159135,0.128489,
1-6-2024 12:55:31,70.936924,68.478065,67.523397,67.147098,64.194804,70.562430,69.548081,69.459407,0.162903,0.132382,
1-6-2024 12:55:31,66.977740,65.082805,73.942333,72.710168,71.585863,72.093836,70.496438,63.153834,0.166797,0.136150,
1-6-2024 12:55:31,72.376871,63.910644,62.586941,71.703548,66.276912,72.789724,70.021266,65.414234,0.170565,0.140044,
1-6-2024 12:55:31,71.325876,64.500755,64.688570,64.511668,67.449771,68.480347,71.261875,70.860712,0.174458,0.143938,
1-6-2024 12:55:31,59.124700,67.323332,68.759205,73.768085,70.599518,63.275993,61.232531,68.602137,0.178226,0.147706,
1-6-2024 12:55:31,65.691635,63.236302,68.045861,70.279805,64.104739,69.702023,64.624737,67.816871,0.182120,0.151599,
1-6-2024 12:55:31,69.201484,66.259502,64.262475,64.780148,63.338577,64.778314,68.755568,67.900383,0.186014,0.155367,
1-6-2024 12:55:31,65.217185,66.870262,69.270876,64.087549,64.764648,65.870624,68.891523,69.035725,0.189782,0.159261,
1-6-2024 12:55:31,65.127750,68.735100,64.951721,70.393180,72.131330,63.090231,64.275857,67.113985,0.193675,0.163029,
1-6-2024 12:55:32,67.666497,66.518346,62.741357,67.956550,66.293842,64.423263,64.397391,66.855051,0.197443,0.166922,
1-6-2024 12:55:32,67.454849,62.068769,58.378764,60.416262,67.294294,61.847878,66.080639,62.429547,0.201337,0.170690,
1-6-2024 12:55:32,67.791331,67.813114,63.364411,67.784465,63.857773,63.142943,64.338535,74.678927,0.205105,0.174584,
1-6-2024 12:55:32,64.350462,68.849909,66.816068,68.047206,72.396374,69.029057,71.641954,67.383668,0.208998,0.178478,
1-6-2024 12:55:32,70.722386,63.827126,67.238512,68.138230,63.762749,61.330039,65.262951,62.341481,0.212766,0.182246,
1-6-2024 12:55:32,70.258883,70.906074,67.181629,64.386719,67.856574,66.323256,63.284593,63.289962,0.216660,0.186139,
1-6-2024 12:55:32,69.145606,68.761214,69.643446,66.248694,62.653960,68.626404,69.458250,72.350402,0.220554,0.189907,
1-6-2024 12:55:32,74.484295,64.105042,69.481250,66.913122,67.404615,61.329143,67.788430,65.407347,0.224322,0.193801,
1-6-2024 12:55:32,68.101889,69.656078,65.908123,67.339654,68.869932,66.354297,68.480790,70.248115,0.228215,0.197569,
1-6-2024 12:55:32,73.227200,66.369883,73.586584,64.794841,63.249611,61.110244,73.816483,68.371093,0.231983,0.201462,
1-6-2024 12:55:32,70.681211,64.692118,60.499504,67.471685,66.080386,67.381350,73.903474,69.894585,0.235877,0.205230,
1-6-2024 12:55:32,70.000343,62.059614,60.987529,68.989881,69.576018,66.422696,63.120547,63.885732,0.239645,0.209124,
1-6-2024 12:55:32,68.101264,61.424656,66.276019,69.733306,62.271632,67.519473,67.527230,66.782122,0.243538,0.212892,
1-6-2024 12:55:32,66.518269,68.780438,64.122026,61.955907,67.147571,66.941255,66.325678,64.835937,0.247306,0.216786,
1-6-2024 12:55:32,65.849885,60.046272,67.515525,69.805481,66.833104,71.230243,59.606768,67.825149,0.251200,0.220679,
1-6-2024 12:55:33,66.621804,68.000072,74.499802,66.215328,66.845233,73.143559,62.137026,69.008092,0.254968,0.224447,
1-6-2024 12:55:33,63.951645,75.086268,65.106071,67.302685,60.467407,67.715441,69.354563,64.417035,0.258862,0.228341,
1-6-2024 12:55:33,63.916540,71.230551,69.598775,67.280203,70.619913,62.210630,60.942252,64.476946,0.262755,0.232109,
1-6-2024 12:55:33,69.948396,64.454179,66.628501,61.687232,62.307522,72.284253,66.696326,66.029375,0.266523,0.236002,
1-6-2024 12:55:33,66.529755,63.931542,66.951704,69.136714,67.584067,62.980706,73.336600,67.145791,0.270417,0.239770,
1-6-2024 12:55:33,61.316264,67.626524,66.842739,67.551497,70.104530,66.217960,63.987537,71.644535,0.274185,0.243664,
1-6-2024 12:55:33,66.570408,65.280626,63.446795,60.745545,73.270158,62.167860,64.253215,67.087371,0.278078,0.247432,
1-6-2024 12:55:33,69.181038,63.101586,64.888596,67.358652,74.190969,64.297183,63.938543,66.610938,0.281846,0.251326,
1-6-2024 12:55:33,67.351505,69.508773,66.289584,63.127373,68.143282,69.982308,65.809685,62.609969,0.285740,0.255219,
1-6-2024 12:55:33,68.242269,63.274601,69.386839,65.731390,72.804983,64.384065,66.212955,66.970759,0.289508,0.258987,
1-6-2024 12:55:33,62.700125,64.527904,64.712209,66.925425,66.178174,64.119430,67.720257,70.060987,0.293402,0.262881,
1-6-2024 12:55:33,64.799487,65.945817,65.613560,65.424293,66.358815,64.131448,65.197094,67.581326,0.297295,0.266649,
1-6-2024 12:55:33,67.657707,67.598929,67.718894,69.219671,65.095803,65.304238,63.838376,63.468324,0.301063,0.270542,
1-6-2024 12:55:33,66.072841,66.402261,69.356714,71.787678,67.874218,65.758598,64.538040,64.801141,0.304957,0.274310,
1-6-2024 12:55:33,69.900221,69.185370,64.007905,68.588564,63.352271,68.296456,65.300387,66.229109,0.308725,0.278204,
1-6-2024 12:55:34,71.922853,69.357958,66.777897,67.668241,68.866645,65.588137,68.167225,61.746556,0.312618,0.281972,
1-6-2024 12:55:34,71.227678,65.346579,68.759195,65.859890,59.977478,69.074740,65.405808,70.128875,0.316386,0.285866,
1-6-2024 12:55:34,67.850931,62.549443,68.046375,68.359029,67.048993,67.740461,66.395845,71.706325,0.320280,0.289634,
1-6-2024 12:55:34,69.485748,67.398921,68.927445,69.266607,66.791863,71.726791,71.496085,68.377420,0.324048,0.293527,
